date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:13	247489/247489	U-----	200	untouched ('OK')	image/svg+xml	etag:%223c6c1-61376dfbc99c5%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.svg	(from http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.css?ver=4.4.7)
17:42:13	1676/1676	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2268c-61376e35d37a9%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:12%20GMT	http://localhost:8080/portfolio/contact	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/contact	(from http://localhost:8080/portfolio/contact/)
17:42:15	1304/1304	U-----	200	untouched ('')	font/woff	etag:%22518-61376e35dc24b%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:15	1512/1512	U-----	200	untouched ('')	font/ttf	etag:%225e8-61376e35d8ba3%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:15	929/929	U-----	200	untouched ('OK')	image/svg+xml	etag:%223a1-61376e35d87bd%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:15	1676/1676	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2268c-61376e35d37a9%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:15	14280/14280	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2237c8-61376e35dca19%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:15	14280/14280	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2237c8-61376e35dca19%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:16	14100/14100	U-----	200	untouched ('')	font/ttf	etag:%223714-61376e35e1ffd%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:16	14176/14176	U-----	200	untouched ('')	font/woff	etag:%223760-61376e35e5a8d%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:16	46770/46770	U-----	200	untouched ('OK')	image/svg+xml	etag:%22b6b2-61376e35e1c16%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:16	158/158	U-----	200	untouched ('OK')	image/svg+xml	etag:%229e-61376e36406d7%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	4634/4634	U-----	200	untouched ('OK')	image/svg+xml	etag:%22121a-61376e362da3b%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	3110/3110	U-----	200	untouched ('OK')	image/svg+xml	etag:%22c26-61376e3626ceb%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	1359/1359	U-----	200	untouched ('OK')	image/svg+xml	etag:%2254f-61376e36314cb%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	804/804	U-----	200	untouched ('OK')	image/svg+xml	etag:%22324-61376e3618696%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	6797/6797	U-----	200	untouched ('OK')	image/svg+xml	etag:%221a8d-61376e362a393%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:17	2800/2800	U-----	200	untouched ('OK')	image/svg+xml	etag:%22af0-61376e3622a8d%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:18	4662/4662	U-----	200	untouched ('OK')	image/svg+xml	etag:%221236-61376e361481f%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:18	2185/2185	U-----	200	untouched ('OK')	image/svg+xml	etag:%22889-61376e361effe%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
17:42:18	8073/8073	U-----	200	untouched ('OK')	text/css	etag:%221f89-614e9d2967cb6%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-6.css?ver=1711844353	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-6a432.css	(from http://localhost:8080/portfolio/about/)
17:42:22	20608/20608	U--MC-	200	updated ('OK')	application/json	date:Sun,%2031%20Mar%202024%2015:42:18%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/pages/6.json	(from http://localhost:8080/portfolio/about/)
17:42:23	2136/2136	U-----	200	untouched ('')	application/json	date:Sun,%2031%20Mar%202024%2000:22:53%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fabout%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed6670.json	(from http://localhost:8080/portfolio/about/)
17:42:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:18%20GMT	http://localhost:8080/portfolio/?p=6	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/index42dc.html	(from http://localhost:8080/portfolio/about/)
17:42:24	2289/2289	U-----	200	untouched ('')	text/xml	date:Sun,%2031%20Mar%202024%2000:22:55%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fabout%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedf1d6	(from http://localhost:8080/portfolio/about/)
17:42:24	510/510	U-----	200	untouched ('OK')	text/css	etag:%221fe-61376dfbf7ba0%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/tilt.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/tilt946e.css	(from http://localhost:8080/portfolio/about/)
17:42:24	237/237	U-----	200	untouched ('OK')	text/css	etag:%22ed-61376dfc7537d%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/particles.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/particles946e.css	(from http://localhost:8080/portfolio/about/)
17:42:25	817/817	U-----	200	untouched ('OK')	text/css	etag:%22331-61376dfc70569%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/counter.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/counter946e.css	(from http://localhost:8080/portfolio/about/)
17:42:25	1713/1713	U-----	200	untouched ('OK')	text/css	etag:%226b1-61376dfc799c3%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/progress_bar.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/progress_bar946e.css	(from http://localhost:8080/portfolio/about/)
17:42:25	579/579	U-----	200	untouched ('')	application/javascript	etag:%22243-61376dfcad951%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/image.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/image946e.js	(from http://localhost:8080/portfolio/about/)
17:42:25	5617/5617	U-----	200	untouched ('')	application/javascript	etag:%2215f1-61376dfc39ae9%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/js/tilt.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/js/tilt946e.js	(from http://localhost:8080/portfolio/about/)
17:42:25	23053/23053	U-----	200	untouched ('')	application/javascript	etag:%225a0d-61376dfcae8ee%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/particles.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/particles946e.js	(from http://localhost:8080/portfolio/about/)
17:42:25	1854/1854	U-----	200	untouched ('')	application/javascript	etag:%2273e-61376dfca0a66%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/counter.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/counter946e.js	(from http://localhost:8080/portfolio/about/)
17:42:25	1932/1932	U-----	200	untouched ('')	application/javascript	etag:%2278c-61376dfcaf0bd%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/progress_bar.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/progress_bar946e.js	(from http://localhost:8080/portfolio/about/)
17:42:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:23%20GMT	http://localhost:8080/portfolio/about	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/about	(from http://localhost:8080/portfolio/about/)
17:42:26	1598600/1598600	U-----	200	untouched ('')	image/png	etag:%22186488-61492018cf4c9%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/Captureaqq.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/Captureaqq.png	(from http://localhost:8080/portfolio/works/)
17:42:26	878489/878489	U-----	200	untouched ('')	image/png	etag:%22d6799-614961256e8f0%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/ar1.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/ar1.png	(from http://localhost:8080/portfolio/works/)
17:42:27	529664/529664	U-----	200	untouched ('')	image/png	etag:%2281500-61394ef16ca21%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/zoko.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/zoko.png	(from http://localhost:8080/portfolio/works/)
17:42:27	1774402/1774402	U-----	200	untouched ('')	image/png	etag:%221b1342-6138c1518a62a%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/Capturewael.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/Capturewael.png	(from http://localhost:8080/portfolio/works/)
17:42:27	219266/219266	U-----	200	untouched ('')	image/jpeg	etag:%2235882-6137eb5a509d4%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/img53.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/img53.jpg	(from http://localhost:8080/portfolio/works/)
17:42:28	386941/386941	U-----	200	untouched ('')	image/png	etag:%225e77d-6137ec22ba2e6%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/Captureace.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/Captureace.png	(from http://localhost:8080/portfolio/works/)
17:42:28	97105/97105	U-----	200	untouched ('')	image/png	etag:%2217b51-6137ed9ea3610%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/Capturecd.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/Capturecd.png	(from http://localhost:8080/portfolio/works/)
17:42:28	2112117/2112117	U-----	200	untouched ('')	image/png	etag:%22203a75-6137efe1077a7%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/oral2.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/oral2.png	(from http://localhost:8080/portfolio/works/)
17:42:29	3367319/3367319	U-----	200	untouched ('')	image/png	etag:%22336197-6137f20897f3a%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/Capturefrr.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/Capturefrr.png	(from http://localhost:8080/portfolio/works/)
17:42:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:26%20GMT	http://localhost:8080/portfolio/works/sofipack	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sofipack	(from http://localhost:8080/portfolio/works/sofipack/)
17:42:29	279246/279246	U-----	200	untouched ('')	image/jpeg	etag:%22442ce-6137f6be6fa2f%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/img19-1.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/img19-1.jpg	(from http://localhost:8080/portfolio/works/)
17:42:29	94456/94456	U-----	200	untouched ('')	application/rss+xml	etag:%229de129f5155136ae13ff68358b43e271%22	http://localhost:8080/portfolio/works/feed/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/feed/index.html	(from http://localhost:8080/portfolio/works/)
17:42:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:26%20GMT	http://localhost:8080/portfolio/works	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works	(from http://localhost:8080/portfolio/works/)
17:42:30	1418499/1418499	U-----	200	untouched ('')	image/png	etag:%2215a503-6137f7713fb6d%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/FireShot-Capture-002-Next-69-www.next69.online.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/FireShot-Capture-002-Next-69-www.next69.online.png	(from http://localhost:8080/portfolio/works/)
17:42:30	444465/444465	U-----	200	untouched ('')	image/png	etag:%226c831-6137f87cebaed%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/qurant.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/qurant.png	(from http://localhost:8080/portfolio/works/)
17:42:30	1915/1915	U-----	200	untouched ('OK')	text/css	etag:%2277b-614e9d2eb0498%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-500.css?ver=1711844358	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-5007ca7.css	(from http://localhost:8080/portfolio/works/)
17:42:31	1747/1747	U-----	200	untouched ('OK')	text/css	etag:%226d3-61376de7005ca%22	http://localhost:8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/css/single.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/css/single946e.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:31	1480/1480	U-----	200	untouched ('OK')	text/css	etag:%225c8-6138aa60be5ab%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-937.css?ver=1710336072	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-937afe2.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:31%20GMT	http://localhost:8080/portfolio/works/sypron-solutions	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sypron-solutions	(from http://localhost:8080/portfolio/works/sypron-solutions/)
17:42:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:32%20GMT	http://localhost:8080/portfolio/?p=937	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/indexd0ff.html	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:40	9440/9440	U--MC-	200	updated ('OK')	application/json	date:Sun,%2031%20Mar%202024%2015:42:31%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/937	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/937.json	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:42	2326/2326	U-----	200	untouched ('')	application/json	date:Sun,%2031%20Mar%202024%2000:28:40%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fnadine-gems%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed3d5a.json	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:43	2514/2514	U-----	200	untouched ('')	text/xml	date:Sun,%2031%20Mar%202024%2000:28:44%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fnadine-gems%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed4a9f	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:43	18468/18468	U-----	200	untouched ('OK')	text/css	etag:%224824-61376e09efc4c%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.20.0	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.minc226.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:43	1694/1694	U-----	200	untouched ('OK')	text/css	etag:%2269e-6137f90f2ac2b%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-934.css?ver=1710288473	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-934ebe6.css	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:40%20GMT	http://localhost:8080/portfolio/works/nadine-gems	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/nadine-gems	(from http://localhost:8080/portfolio/works/nadine-gems/)
17:42:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:44%20GMT	http://localhost:8080/portfolio/?p=934	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/indexb82b.html	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:48	98768/98768	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:42:30%20GMT	http://localhost:8080/portfolio/works/page/2/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/page/2/index.html	(from http://localhost:8080/portfolio/works/)
17:42:49	13057/13057	U--MC-	200	updated ('OK')	application/json	date:Sun,%2031%20Mar%202024%2015:42:43%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/934	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/934.json	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:49	2328/2328	U-----	200	untouched ('')	application/json	date:Sun,%2031%20Mar%202024%2000:28:55%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fquran-talent%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed5a81.json	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:49	235478/235478	U-----	200	untouched ('')	image/jpeg	etag:%22397d6-6137f86f0d47f%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img72.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img72.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:49	159119/159119	U-----	200	untouched ('')	image/jpeg	etag:%2226d8f-6137f874f87f5%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img73.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img73.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:49	168788/168788	U-----	200	untouched ('')	image/jpeg	etag:%2229354-6137f87e4fae5%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img74.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img74.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:50	212046/212046	U-----	200	untouched ('')	image/jpeg	etag:%2233c4e-6137f8862299d%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img75.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img75.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:50	881/881	U-----	200	untouched ('OK')	text/css	etag:%22371-6138ad768f54c%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-945.css?ver=1710336900	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-945917e.css	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
17:42:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:49%20GMT	http://localhost:8080/portfolio/works/quran-talent	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/quran-talent	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:53	2516/2516	U-----	200	untouched ('')	text/xml	date:Sun,%2031%20Mar%202024%2000:28:59%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fquran-talent%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed627b	(from http://localhost:8080/portfolio/works/quran-talent/)
17:42:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2015:42:50%20GMT	http://localhost:8080/portfolio/works/morocco-gate	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/morocco-gate	(from http://localhost:8080/portfolio/works/morocco-gate/)
